report_id,report_type,report_end,report_revision,tally_year,snapshot_status,source_sha256,source_page,geography_type,geography_code,geography_label,offense_code,offense_label,last_7_days_count,last_28_days_count,year_to_date_count,validation_status
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,9,district,district_14,District 14,felony_theft,Felony Theft,1,6,26,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,9,district,district_14,District 14,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,0,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,9,district,district_14,District 14,juvenile_shooting_victims,*Juv Shooting Victims,0,0,0,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,9,district,district_14,District 14,major_crime_total,TOTAL,3,21,140,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,9,district,district_14,District 14,misdemeanor_theft,Theft (Misdemeanor),2,22,102,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,9,district,district_14,District 14,murder,Murder,0,0,0,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,9,district,district_14,District 14,rape,Rape,0,0,0,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,9,district,district_14,District 14,robbery,Robbery,0,0,6,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,9,district,district_14,District 14,shooting_incidents,Shooting Incidents,0,0,4,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,9,district,district_14,District 14,shooting_victims,Shooting Victims,0,0,4,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,aggravated_assault,Agg. Assault,2,6,44,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,auto_theft,Auto Theft,2,5,21,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,burglary,Burglary,0,2,33,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,felony_theft,Felony Theft,2,4,18,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,3,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,juvenile_shooting_victims,*Juv Shooting Victims,0,0,3,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,major_crime_total,TOTAL,6,21,156,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,misdemeanor_theft,Theft (Misdemeanor),0,10,108,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,murder,Murder,0,0,4,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,rape,Rape,0,0,0,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,robbery,Robbery,0,4,36,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,shooting_incidents,Shooting Incidents,0,1,11,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,17,district,district_16,District 16,shooting_victims,Shooting Victims,0,1,15,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,aggravated_assault,Agg. Assault,3,6,47,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,auto_theft,Auto Theft,1,2,22,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,burglary,Burglary,1,2,24,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,felony_theft,Felony Theft,0,0,8,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,1,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,juvenile_shooting_victims,*Juv Shooting Victims,0,0,1,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,major_crime_total,TOTAL,6,13,125,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,misdemeanor_theft,Theft (Misdemeanor),3,8,55,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,murder,Murder,0,0,1,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,rape,Rape,0,1,1,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,robbery,Robbery,1,2,22,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,shooting_incidents,Shooting Incidents,0,1,7,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,21,district,district_17,District 17,shooting_victims,Shooting Victims,0,1,9,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,aggravated_assault,Agg. Assault,2,4,28,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,auto_theft,Auto Theft,0,1,18,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,burglary,Burglary,1,3,36,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,felony_theft,Felony Theft,0,2,18,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,2,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,juvenile_shooting_victims,*Juv Shooting Victims,0,0,2,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,major_crime_total,TOTAL,3,12,119,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,misdemeanor_theft,Theft (Misdemeanor),4,14,92,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,murder,Murder,0,0,1,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,rape,Rape,0,1,1,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,robbery,Robbery,0,1,17,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,shooting_incidents,Shooting Incidents,0,0,4,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,23,district,district_18,District 18,shooting_victims,Shooting Victims,0,0,5,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,aggravated_assault,Agg. Assault,1,2,14,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,auto_theft,Auto Theft,1,1,21,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,burglary,Burglary,0,2,24,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,felony_theft,Felony Theft,0,3,11,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,1,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,juvenile_shooting_victims,*Juv Shooting Victims,0,0,1,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,major_crime_total,TOTAL,3,10,79,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,misdemeanor_theft,Theft (Misdemeanor),0,4,44,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,murder,Murder,0,0,0,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,rape,Rape,0,0,0,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,robbery,Robbery,1,2,9,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,shooting_incidents,Shooting Incidents,0,0,2,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,25,district,district_19,District 19,shooting_victims,Shooting Victims,0,0,3,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,aggravated_assault,Agg. Assault,1,11,73,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,auto_theft,Auto Theft,1,12,75,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,burglary,Burglary,0,9,56,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,felony_theft,Felony Theft,2,8,50,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,2,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,juvenile_shooting_victims,*Juv Shooting Victims,0,0,2,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,major_crime_total,TOTAL,6,45,279,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,misdemeanor_theft,Theft (Misdemeanor),3,39,174,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,murder,Murder,0,0,0,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,rape,Rape,0,0,0,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,robbery,Robbery,2,5,25,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,shooting_incidents,Shooting Incidents,0,2,11,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,3,sector,sector_1,Sector 1,shooting_victims,Shooting Victims,0,2,13,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,aggravated_assault,Agg. Assault,4,13,99,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,auto_theft,Auto Theft,2,6,40,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,burglary,Burglary,1,3,76,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,felony_theft,Felony Theft,3,9,45,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,juvenile_shooting_incidents,*Juv Shooting Incidents,0,1,6,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,juvenile_shooting_victims,*Juv Shooting Victims,0,1,6,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,major_crime_total,TOTAL,12,38,324,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,misdemeanor_theft,Theft (Misdemeanor),3,21,214,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,murder,Murder,0,0,5,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,rape,Rape,0,0,0,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,robbery,Robbery,2,7,59,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,shooting_incidents,Shooting Incidents,1,3,16,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,11,sector,sector_2,Sector 2,shooting_victims,Shooting Victims,1,3,20,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,aggravated_assault,Agg. Assault,6,12,89,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,auto_theft,Auto Theft,2,4,61,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,burglary,Burglary,2,7,84,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,felony_theft,Felony Theft,0,5,37,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,4,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,juvenile_shooting_victims,*Juv Shooting Victims,0,0,4,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,major_crime_total,TOTAL,12,35,323,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,misdemeanor_theft,Theft (Misdemeanor),7,26,191,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,murder,Murder,0,0,2,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,rape,Rape,0,2,2,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,robbery,Robbery,2,5,48,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,shooting_incidents,Shooting Incidents,0,1,13,validated
weekly-2026-08-09-r1,weekly_compstat,2026-08-09,1,2026,weekly_running,d053b8953d09a9bb575875df7c2e126133ebe930c15a86098f6a026fcdbbecf8,19,sector,sector_3,Sector 3,shooting_victims,Shooting Victims,0,1,17,validated
